Daily_Calories,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_mcg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg
1902,143,214,53,32,43,900,90,15,1200,27,3500,400,11
2394,180,269,67,40,54,900,90,15,1200,27,3500,400,11
2419,181,272,67,41,54,900,90,15,1200,27,3500,400,11
3528,265,397,98,60,79,900,90,15,1000,18,3500,400,11
3889,292,437,108,66,87,900,90,15,1000,18,3500,400,11
3418,256,385,95,58,77,900,90,15,1000,18,3500,400,11
2545,191,286,71,43,57,900,90,15,1000,18,3500,400,11
1911,143,215,53,32,43,900,90,15,1000,18,3500,400,11
2698,202,304,75,46,61,900,90,15,1000,18,3500,400,11
4018,301,452,112,68,90,900,90,15,1000,18,3500,400,11
3962,297,446,110,67,89,900,90,15,1000,18,3500,400,11
3882,291,437,108,66,87,900,90,15,1000,18,3500,400,11
1988,149,224,55,34,45,900,90,15,1200,27,3500,400,11
2224,167,250,62,38,50,900,90,15,1000,18,3500,400,11
2020,151,227,56,34,45,900,90,15,1200,27,3500,400,11
2295,172,258,64,39,52,900,90,15,1200,27,3500,400,11
2655,199,299,74,45,60,900,90,15,1200,27,3500,400,11
1940,146,218,54,33,44,900,90,15,1200,27,3500,400,11
1758,132,198,49,30,40,900,90,15,1200,27,3500,400,11
2255,169,254,63,38,51,900,90,15,1200,27,3500,400,11
2958,222,333,82,50,67,900,90,15,1200,27,3500,400,11
2115,159,238,59,36,48,900,90,15,1200,27,3500,400,11
1931,145,217,54,33,43,900,90,15,1000,18,3500,400,11
3646,273,410,101,62,82,900,90,15,1000,18,3500,400,11
3513,263,395,98,59,79,900,90,15,1000,18,3500,400,11
3457,259,389,96,58,78,900,90,15,1200,27,3500,400,11
1461,110,164,41,25,33,900,90,15,1200,27,3500,400,11
2560,192,288,71,43,58,900,90,15,1200,27,3500,400,11
3488,262,392,97,59,78,900,90,15,1000,18,3500,400,11
2140,160,241,59,36,48,900,90,15,1200,27,3500,400,11
4134,310,465,115,70,93,900,90,15,1000,18,3500,400,11
2176,163,245,60,37,49,900,90,15,1000,18,3500,400,11
2414,181,272,67,41,54,900,90,15,1200,27,3500,400,11
2041,153,230,57,34,46,900,90,15,1200,27,3500,400,11
2092,157,235,58,35,47,900,90,15,1200,27,3500,400,11
2158,162,243,60,36,49,900,90,15,1000,18,3500,400,11
1948,146,219,54,33,44,900,90,15,1200,27,3500,400,11
3144,236,275,122,41,55,900,90,15,1000,18,3500,400,11
3138,235,353,87,53,71,900,90,15,1000,18,3500,400,11
2553,192,287,71,43,57,900,90,15,1200,27,3500,400,11
2430,182,273,67,41,55,900,90,15,1000,18,3500,400,11
2658,199,299,74,45,60,900,90,15,1200,27,3500,400,11
2822,212,317,78,48,63,900,90,15,1000,18,3500,400,11
1907,143,215,53,32,43,900,90,15,1200,27,3500,400,11
4306,323,484,120,73,97,900,90,15,1000,18,3500,400,11
2217,166,249,62,37,50,900,90,15,1000,27,3500,400,11
3272,245,368,91,55,74,900,90,15,1200,27,3500,400,11
3023,227,340,84,51,68,900,90,15,1200,27,3500,400,11
2164,162,243,60,36,49,900,90,15,1000,18,3500,400,11
2826,212,318,79,48,64,900,90,15,1000,18,3500,400,11
2475,186,278,69,42,56,900,90,15,1200,27,3500,400,11
1996,150,225,55,34,45,900,90,15,1200,27,3500,400,11
1838,138,207,51,31,41,900,90,15,1200,27,3500,400,11
2402,180,270,67,40,54,900,90,15,1200,27,3500,400,11
2693,202,303,75,45,61,900,90,15,1200,27,3500,400,11
1438,108,162,40,24,32,900,90,15,1000,18,3500,400,11
2124,159,239,59,36,48,900,90,15,1200,27,3500,400,11
2311,173,260,64,39,52,900,90,15,1000,18,3500,400,11
2817,211,317,78,48,63,900,90,15,1200,27,3500,400,11
2693,202,303,75,45,61,900,90,15,1000,18,3500,400,11
2005,150,226,56,34,45,900,90,15,1200,27,3500,400,11
1739,130,196,48,29,39,900,90,15,1000,18,3500,400,11
1812,136,204,50,31,41,900,90,15,1000,18,3500,400,11
2284,171,257,63,39,51,900,90,15,1000,18,3500,400,11
3587,269,403,100,60,81,900,90,15,1000,18,3500,400,11
2329,175,262,65,39,52,900,90,15,1200,27,3500,400,11
3271,245,368,91,55,74,900,90,15,1000,18,3500,400,11
2351,176,265,65,40,53,900,90,15,1200,27,3500,400,11
2705,203,304,75,46,61,900,90,15,1200,27,3500,400,11
2982,224,336,83,50,67,900,90,15,1000,18,3500,400,11
3547,266,399,99,60,80,900,90,15,1200,27,3500,400,11
2386,179,268,66,40,54,900,90,15,1000,18,3500,400,11
1100,82,124,31,19,25,900,90,15,1200,27,3500,400,11
3050,229,343,85,51,69,900,90,15,1200,27,3500,400,11
2994,225,337,83,51,67,900,90,15,1000,18,3500,400,11
2844,213,320,79,48,64,900,90,15,1000,27,3500,400,11
4189,314,471,116,71,94,900,90,15,1200,40.5,3500,400,11
2403,180,270,67,40,54,900,90,15,1200,27,3500,400,11
2011,151,226,56,34,45,900,90,15,1200,27,3500,400,11
2330,175,262,65,39,52,900,90,15,1200,27,3500,400,11
4140,311,466,115,70,93,900,90,15,1000,18,3500,400,11
1868,140,210,52,32,42,900,90,15,1200,27,3500,400,11
2889,217,325,80,49,65,900,90,15,1200,27,3500,400,11
1709,128,192,47,29,38,900,90,15,1200,27,3500,400,11
2187,164,246,61,37,49,900,90,15,1200,27,3500,400,11
3390,254,381,94,57,76,900,90,15,1200,27,3500,400,11
2643,198,297,73,45,59,900,90,15,1000,18,3500,400,11
2337,175,263,65,39,53,900,90,15,1000,27,3500,400,11
2540,191,286,71,43,57,900,90,15,1200,27,3500,400,11
2258,169,254,63,38,51,900,90,15,1200,27,3500,400,11
2176,163,245,60,37,49,900,90,15,1000,18,3500,400,11
2455,184,276,68,41,55,900,90,15,1200,40.5,3500,400,11
2176,163,245,60,37,49,900,90,15,1200,27,3500,400,11
2399,180,270,67,40,54,900,90,15,1200,27,3500,400,11
3881,291,437,108,66,87,900,90,15,1000,18,3500,400,11
1902,143,214,53,32,43,900,90,15,1200,27,3500,400,11
2138,160,240,59,36,48,900,90,15,1000,27,3500,400,11
2755,207,310,77,46,62,900,90,15,1200,27,3500,400,11
2740,205,308,76,46,62,900,90,15,1000,18,3500,400,11
1805,135,203,50,30,41,900,90,15,1000,18,3500,400,11
3850,289,433,107,65,87,900,90,15,1000,18,3500,400,11
3245,243,365,90,55,73,900,90,15,1200,40.5,3500,400,11
2819,211,317,78,48,63,900,90,15,1200,27,3500,400,11
2657,199,299,74,45,60,900,90,15,1200,27,3500,400,11
2003,150,225,56,34,45,900,90,15,1000,18,3500,400,11
4605,345,518,128,78,104,900,90,15,1000,18,3500,400,11
3577,268,402,99,60,80,900,90,15,1000,18,3500,400,11
2610,196,294,72,44,59,900,90,15,1000,18,3500,400,11
3981,299,448,111,67,90,900,90,15,1000,18,3500,400,11
1503,113,169,42,25,34,900,90,15,1200,27,3500,400,11
2462,185,277,68,42,55,900,90,15,1000,18,3500,400,11
4595,345,517,128,78,103,900,90,15,1000,18,3500,400,11
3570,268,402,99,60,80,900,90,15,1200,27,3500,400,11
1348,101,152,37,23,30,900,90,15,1000,18,3500,400,11
2583,194,291,72,44,58,900,90,15,1200,27,3500,400,11
1793,134,202,50,30,40,900,90,15,1200,27,3500,400,11
2447,184,275,68,41,55,900,90,15,1200,27,3500,400,11
3120,234,351,87,53,70,900,90,15,1000,18,3500,400,11
1869,140,210,52,32,42,900,90,15,1200,27,3500,400,11
2049,154,179,80,27,36,900,90,15,1000,18,3500,400,11
2443,183,214,95,32,43,900,90,15,1000,18,3500,400,11
1780,133,200,49,30,40,900,90,15,1200,27,3500,400,11
2644,198,231,103,35,46,900,90,15,1200,27,3500,400,11
2377,178,267,66,40,53,900,90,15,1200,27,3500,400,11
4220,316,369,164,55,74,900,90,15,1000,18,3500,400,11
2566,192,289,71,43,58,900,90,15,1000,18,3500,400,11
1824,137,205,51,31,41,900,90,15,1000,18,3500,400,11
2234,168,251,62,38,50,900,90,15,1200,27,3500,400,11
2568,193,289,71,43,58,900,90,15,1000,27,3500,400,11
2738,205,308,76,46,62,900,90,15,1200,27,3500,400,11
3113,234,350,86,52,70,900,90,15,1000,18,3500,400,11
1927,145,169,75,25,34,900,90,15,1200,27,3500,400,11
2300,172,259,64,39,52,900,90,15,1000,18,3500,400,11
2254,169,197,88,30,39,900,90,15,1000,18,3500,400,11
2963,222,333,82,50,67,900,90,15,1200,27,3500,400,11
3444,258,387,96,58,77,900,90,15,1000,18,3500,400,11
2667,200,300,74,45,60,900,90,15,1200,27,3500,400,11
2371,178,267,66,40,53,900,90,15,1200,27,3500,400,11
2853,214,321,79,48,64,900,90,15,1000,18,3500,400,11
2226,167,250,62,38,50,900,90,15,1000,18,3500,400,11
2199,165,247,61,37,49,900,90,15,1200,27,3500,400,11
2321,174,261,64,39,52,900,90,15,1200,27,3500,400,11
2317,174,261,64,39,52,900,90,15,1200,40.5,3500,400,11
2469,185,278,69,42,56,900,90,15,1200,40.5,3500,400,11
3013,226,339,84,51,68,900,90,15,1000,18,3500,400,11
3737,280,327,145,49,65,900,90,15,1000,18,3500,400,11
2375,178,267,66,40,53,900,90,15,1200,27,3500,400,11
3575,268,402,99,60,80,900,90,15,1200,27,3500,400,11
3115,234,350,87,52,70,900,90,15,1200,27,3500,400,11
3220,241,362,89,54,72,900,90,15,1000,18,3500,400,11
1415,106,159,39,24,32,900,90,15,1200,27,3500,400,11
2382,179,268,66,40,54,900,90,15,1000,18,3500,400,11
2208,166,248,61,37,50,900,90,15,1200,27,3500,400,11
2797,210,315,78,47,63,900,90,15,1000,18,3500,400,11
3241,243,365,90,55,73,900,90,15,1000,18,3500,400,11
3555,267,400,99,60,80,900,90,15,1000,18,3500,400,11
3362,252,378,93,57,76,900,90,15,1200,27,3500,400,11
2552,191,287,71,43,57,900,90,15,1200,27,3500,400,11
2187,164,246,61,37,49,900,90,15,1200,27,3500,400,11
2774,208,312,77,47,62,900,90,15,1000,18,3500,400,11
3166,237,356,88,53,71,900,90,15,1000,18,3500,400,11
3527,265,397,98,60,79,900,90,15,1000,18,3500,400,11
3082,231,347,86,52,69,900,90,15,1000,18,3500,400,11
2742,206,309,76,46,62,900,90,15,1200,27,3500,400,11
2777,208,312,77,47,62,900,90,15,1200,27,3500,400,11
2356,177,265,65,40,53,900,90,15,1000,18,3500,400,11
3962,297,347,154,52,69,900,90,15,1000,18,3500,400,11
1796,135,202,50,30,40,900,90,15,1200,27,3500,400,11
1321,99,149,37,22,30,900,90,15,1000,18,3500,400,11
2401,180,270,67,40,54,900,90,15,1000,18,3500,400,11
2768,208,311,77,47,62,900,90,15,1000,18,3500,400,11
3490,262,393,97,59,79,900,90,15,1000,18,3500,400,11
1189,89,134,33,20,27,900,90,15,1200,27,3500,400,11
3630,272,408,101,61,82,900,90,15,1000,18,3500,400,11
2128,160,239,59,36,48,900,90,15,1200,27,3500,400,11
4305,323,484,120,73,97,900,90,15,1000,18,3500,400,11
3283,246,369,91,55,74,900,90,15,1200,27,3500,400,11
2129,160,239,59,36,48,900,90,15,1000,18,3500,400,11
4305,323,484,120,73,97,900,90,15,1000,18,3500,400,11
1399,105,157,39,24,31,900,90,15,1000,27,3500,400,11
1152,86,130,32,20,26,900,90,15,1200,27,3500,400,11
1960,147,221,54,33,44,900,90,15,1200,27,3500,400,11
3143,236,354,87,53,71,900,90,15,1000,27,3500,400,11
2109,158,237,59,36,47,900,90,15,1200,27,3500,400,11
3688,277,415,102,62,83,900,90,15,1000,18,3500,400,11
2272,170,256,63,38,51,900,90,15,1200,27,3500,400,11
1270,95,143,35,21,29,900,90,15,1200,27,3500,400,11
2800,210,315,78,47,63,900,90,15,1000,18,3500,400,11
2456,184,276,68,41,55,900,90,15,1200,27,3500,400,11
1899,142,214,53,32,43,900,90,15,1200,40.5,3500,400,11
1773,133,199,49,30,40,900,90,15,1200,27,3500,400,11
2586,194,291,72,44,58,900,90,15,1200,27,3500,400,11
3464,260,390,96,58,78,900,90,15,1000,27,3500,400,11
4067,305,458,113,69,92,900,90,15,1000,18,3500,400,11
2113,158,238,59,36,48,900,90,15,1200,27,3500,400,11
3234,243,364,90,55,73,900,90,15,1200,27,3500,400,11
2516,189,283,70,42,57,900,90,15,1200,27,3500,400,11
3186,239,358,88,54,72,900,90,15,1000,18,3500,400,11
2976,223,335,83,50,67,900,90,15,1000,18,3500,400,11
2090,157,235,58,35,47,900,90,15,1200,27,3500,400,11
2318,174,261,64,39,52,900,90,15,1200,40.5,3500,400,11
1982,149,223,55,33,45,900,90,15,1000,18,3500,400,11
2268,170,255,63,38,51,900,90,15,1200,27,3500,400,11
4218,316,475,117,71,95,900,90,15,1000,18,3500,400,11
2196,165,247,61,37,49,900,90,15,1200,27,3500,400,11
2614,196,294,73,44,59,900,90,15,1000,18,3500,400,11
2967,222,334,82,50,67,900,90,15,1200,27,3500,400,11
3286,246,370,91,56,74,900,90,15,1200,27,3500,400,11
2697,202,303,75,45,61,900,90,15,1200,27,3500,400,11
2893,217,326,80,49,65,900,90,15,1000,18,3500,400,11
2580,193,290,72,44,58,900,90,15,1200,27,3500,400,11
2340,175,263,65,39,53,900,90,15,1000,27,3500,400,11
2166,162,244,60,37,49,900,90,15,1200,27,3500,400,11
2595,195,292,72,44,58,900,90,15,1200,27,3500,400,11
2214,166,194,86,29,39,900,90,15,1200,27,3500,400,11
2898,217,326,80,49,65,900,90,15,1000,18,3500,400,11
2484,186,279,69,42,56,900,90,15,1200,27,3500,400,11
3081,231,347,86,52,69,900,90,15,1000,18,3500,400,11
3492,262,393,97,59,79,900,90,15,1200,27,3500,400,11
2137,160,240,59,36,48,900,90,15,1000,18,3500,400,11
3156,237,355,88,53,71,900,90,15,1000,27,3500,400,11
2853,214,321,79,48,64,900,90,15,1000,18,3500,400,11
3078,231,346,85,52,69,900,90,15,1200,40.5,3500,400,11
2375,178,267,66,40,53,900,90,15,1200,27,3500,400,11
3513,263,395,98,59,79,900,90,15,1000,18,3500,400,11
2083,156,234,58,35,47,900,90,15,1200,27,3500,400,11
3162,237,356,88,53,71,900,90,15,1000,18,3500,400,11
1656,124,186,46,28,37,900,90,15,1200,27,3500,400,11
2220,166,250,62,38,50,900,90,15,1200,40.5,3500,400,11
3411,256,384,95,58,77,900,90,15,1200,27,3500,400,11
2436,183,274,68,41,55,900,90,15,1200,27,3500,400,11
3173,238,357,88,54,71,900,90,15,1000,18,3500,400,11
3470,260,304,135,46,61,900,90,15,1000,18,3500,400,11
2230,167,251,62,38,50,900,90,15,1200,27,3500,400,11
1633,122,184,45,28,37,900,90,15,1000,18,3500,400,11
2938,220,331,82,50,66,900,90,15,1200,27,3500,400,11
2835,213,248,110,37,50,900,90,15,1200,27,3500,400,11
4046,303,455,112,68,91,900,90,15,1000,18,3500,400,11
3958,297,445,110,67,89,900,90,15,1000,18,3500,400,11
3343,251,376,93,56,75,900,90,15,1200,27,3500,400,11
3888,292,437,108,66,87,900,90,15,1000,18,3500,400,11
1868,140,210,52,32,42,900,90,15,1200,27,3500,400,11
1649,124,185,46,28,37,900,90,15,1200,27,3500,400,11
4838,363,544,134,82,109,900,90,15,1000,18,3500,400,11
2704,203,237,105,36,47,900,90,15,1000,18,3500,400,11
2819,211,247,110,37,49,900,90,15,1200,27,3500,400,11
3927,295,442,109,66,88,900,90,15,1200,27,3500,400,11
2487,187,280,69,42,56,900,90,15,1000,18,3500,400,11
2736,205,308,76,46,62,900,90,15,1200,27,3500,400,11
3123,234,351,87,53,70,900,90,15,1000,27,3500,400,11
2598,195,292,72,44,58,900,90,15,1000,18,3500,400,11
3557,267,400,99,60,80,900,90,15,1000,18,3500,400,11
3184,239,279,124,42,56,900,90,15,1200,27,3500,400,11
2342,176,263,65,39,53,900,90,15,1000,18,3500,400,11
4116,309,463,114,69,93,900,90,15,1000,18,3500,400,11
2667,200,300,74,45,60,900,90,15,1200,27,3500,400,11
1884,141,165,73,25,33,900,90,15,1200,27,3500,400,11
2228,167,251,62,38,50,900,90,15,1000,18,3500,400,11
2975,223,335,83,50,67,900,90,15,1200,27,3500,400,11
2442,183,275,68,41,55,900,90,15,1200,27,3500,400,11
2900,218,326,81,49,65,900,90,15,1200,27,3500,400,11
3785,284,426,105,64,85,900,90,15,1000,18,3500,400,11
2307,173,260,64,39,52,900,90,15,1200,27,3500,400,11
1188,89,104,46,16,21,900,90,15,1200,27,3500,400,11
2868,215,323,80,48,65,900,90,15,1000,18,3500,400,11
2339,175,263,65,39,53,900,90,15,1200,27,3500,400,11
2825,212,318,78,48,64,900,90,15,1200,27,3500,400,11
3782,284,426,105,64,85,900,90,15,1000,18,3500,400,11
2269,170,255,63,38,51,900,90,15,1200,27,3500,400,11
2777,208,312,77,47,62,900,90,15,1200,27,3500,400,11
3140,236,353,87,53,71,900,90,15,1000,27,3500,400,11
2342,176,263,65,39,53,900,90,15,1200,27,3500,400,11
3174,238,357,88,54,71,900,90,15,1000,18,3500,400,11
3783,284,426,105,64,85,900,90,15,1200,27,3500,400,11
2048,154,230,57,34,46,900,90,15,1200,27,3500,400,11
3030,227,341,84,51,68,900,90,15,1200,27,3500,400,11
2966,222,334,82,50,67,900,90,15,1000,18,3500,400,11
2485,186,280,69,42,56,900,90,15,1200,27,3500,400,11
2976,223,335,83,50,67,900,90,15,1200,27,3500,400,11
1988,149,224,55,34,45,900,90,15,1200,27,3500,400,11
4007,301,451,111,68,90,900,90,15,1000,18,3500,400,11
3747,281,422,104,63,84,900,90,15,1200,27,3500,400,11
3034,228,341,84,51,68,900,90,15,1200,27,3500,400,11
3104,233,272,121,41,54,900,90,15,1000,18,3500,400,11
3596,270,405,100,61,81,900,90,15,1000,18,3500,400,11
3032,227,341,84,51,68,900,90,15,1000,18,3500,400,11
3287,247,370,91,56,74,900,90,15,1000,18,3500,400,11
2151,161,242,60,36,48,900,90,15,1000,18,3500,400,11
1907,143,167,74,25,33,900,90,15,1200,27,3500,400,11
3620,271,407,101,61,81,900,90,15,1000,27,3500,400,11
2519,189,283,70,42,57,900,90,15,1200,27,3500,400,11
2511,188,282,70,42,56,900,90,15,1200,27,3500,400,11
3059,229,344,85,52,69,900,90,15,1200,27,3500,400,11
1826,137,205,51,31,41,900,90,15,1200,40.5,3500,400,11
2987,224,336,83,50,67,900,90,15,1000,18,3500,400,11
2788,209,314,77,47,63,900,90,15,1000,18,3500,400,11
3527,264,397,98,60,79,900,90,15,1000,18,3500,400,11
2634,198,296,73,44,59,900,90,15,1200,27,3500,400,11
3846,288,433,107,65,87,900,90,15,1000,18,3500,400,11
2910,218,327,81,49,65,900,90,15,1000,27,3500,400,11
2668,200,300,74,45,60,900,90,15,1200,27,3500,400,11
2024,152,228,56,34,46,900,90,15,1000,18,3500,400,11
2038,153,229,57,34,46,900,90,15,1000,27,3500,400,11
1907,143,167,74,25,33,900,90,15,1000,18,3500,400,11
2818,211,317,78,48,63,900,90,15,1200,27,3500,400,11
2897,217,326,80,49,65,900,90,15,1000,18,3500,400,11
2372,178,267,66,40,53,900,90,15,1200,27,3500,400,11
2662,200,299,74,45,60,900,90,15,1200,27,3500,400,11
3416,256,384,95,58,77,900,90,15,1000,18,3500,400,11
2935,220,330,82,50,66,900,90,15,1000,18,3500,400,11
3314,249,373,92,56,75,900,90,15,1000,18,3500,400,11
2430,182,273,68,41,55,900,90,15,1200,27,3500,400,11
2488,187,280,69,42,56,900,90,15,1000,18,3500,400,11
1795,135,202,50,30,40,900,90,15,1200,27,3500,400,11
2089,157,235,58,35,47,900,90,15,1000,18,3500,400,11
3150,236,354,88,53,71,900,90,15,1000,27,3500,400,11
3323,249,374,92,56,75,900,90,15,1000,18,3500,400,11
3001,225,338,83,51,68,900,90,15,1000,18,3500,400,11
4386,329,493,122,74,99,900,90,15,1000,18,3500,400,11
3248,244,365,90,55,73,900,90,15,1000,18,3500,400,11
2525,189,284,70,43,57,900,90,15,1200,27,3500,400,11
1978,148,222,55,33,44,900,90,15,1200,27,3500,400,11
3049,229,343,85,51,69,900,90,15,1000,18,3500,400,11
1954,147,220,54,33,44,900,90,15,1000,18,3500,400,11
1926,144,217,53,33,43,900,90,15,1200,40.5,3500,400,11
3970,298,347,154,52,69,900,90,15,1200,27,3500,400,11
3174,238,357,88,54,71,900,90,15,1000,18,3500,400,11
1289,97,113,50,17,23,900,90,15,1000,18,3500,400,11
2558,192,288,71,43,58,900,90,15,1000,18,3500,400,11
2134,160,240,59,36,48,900,90,15,1200,27,3500,400,11
3103,233,349,86,52,70,900,90,15,1000,18,3500,400,11
2239,168,252,62,38,50,900,90,15,1200,27,3500,400,11
2774,208,312,77,47,62,900,90,15,1000,18,3500,400,11
3489,262,392,97,59,78,900,90,15,1200,27,3500,400,11
3953,297,445,110,67,89,900,90,15,1000,18,3500,400,11
2092,157,235,58,35,47,900,90,15,1000,18,3500,400,11
4289,322,483,119,72,97,900,90,15,1000,18,3500,400,11
2654,199,299,74,45,60,900,90,15,1000,18,3500,400,11
4162,312,468,116,70,94,900,90,15,1000,18,3500,400,11
3477,261,391,97,59,78,900,90,15,1000,18,3500,400,11
1162,87,102,45,15,20,900,90,15,1200,27,3500,400,11
2070,155,233,58,35,47,900,90,15,1200,27,3500,400,11
1607,121,181,45,27,36,900,90,15,1200,27,3500,400,11
4207,316,473,117,71,95,900,90,15,1000,18,3500,400,11
2307,173,260,64,39,52,900,90,15,1200,27,3500,400,11
2459,184,277,68,42,55,900,90,15,1200,27,3500,400,11
2955,222,332,82,50,66,900,90,15,1000,18,3500,400,11
3472,260,391,96,59,78,900,90,15,1000,18,3500,400,11
1381,104,155,38,23,31,900,90,15,1000,18,3500,400,11
2905,218,327,81,49,65,900,90,15,1000,18,3500,400,11
2772,208,312,77,47,62,900,90,15,1200,27,3500,400,11
2622,197,229,102,34,46,900,90,15,1200,27,3500,400,11
4594,345,517,128,78,103,900,90,15,1000,18,3500,400,11
2792,209,314,78,47,63,900,90,15,1000,18,3500,400,11
3623,272,408,101,61,82,900,90,15,1000,18,3500,400,11
2929,220,330,81,50,66,900,90,15,1200,27,3500,400,11
2425,182,273,67,41,55,900,90,15,1200,27,3500,400,11
3512,263,395,98,59,79,900,90,15,1000,18,3500,400,11
3354,252,377,93,57,75,900,90,15,1000,18,3500,400,11
2874,216,323,80,48,65,900,90,15,1000,18,3500,400,11
2373,178,267,66,40,53,900,90,15,1000,18,3500,400,11
2534,190,285,70,43,57,900,90,15,1200,27,3500,400,11
3638,273,409,101,61,82,900,90,15,1200,27,3500,400,11
1953,146,220,54,33,44,900,90,15,1200,27,3500,400,11
2366,177,266,66,40,53,900,90,15,1000,18,3500,400,11
2991,224,337,83,51,67,900,90,15,1200,27,3500,400,11
2987,224,336,83,50,67,900,90,15,1000,18,3500,400,11
2834,213,319,79,48,64,900,90,15,1200,27,3500,400,11
3800,285,427,106,64,85,900,90,15,1000,18,3500,400,11
2102,158,236,58,35,47,900,90,15,1200,27,3500,400,11
2091,157,183,81,27,37,900,90,15,1200,27,3500,400,11
3101,233,349,86,52,70,900,90,15,1000,18,3500,400,11
2617,196,229,102,34,46,900,90,15,1200,27,3500,400,11
2222,167,250,62,38,50,900,90,15,1200,27,3500,400,11
3217,241,362,89,54,72,900,90,15,1000,18,3500,400,11
2557,192,288,71,43,58,900,90,15,1200,27,3500,400,11
3583,269,403,100,60,81,900,90,15,1000,18,3500,400,11
3706,278,417,103,63,83,900,90,15,1000,18,3500,400,11
2834,213,319,79,48,64,900,90,15,1000,18,3500,400,11
2209,166,248,61,37,50,900,90,15,1200,27,3500,400,11
3713,278,418,103,63,84,900,90,15,1000,18,3500,400,11
2944,221,331,82,50,66,900,90,15,1000,18,3500,400,11
1925,144,217,53,33,43,900,90,15,1200,27,3500,400,11
3528,265,397,98,60,79,900,90,15,1000,18,3500,400,11
2726,204,307,76,46,61,900,90,15,1200,27,3500,400,11
1949,146,219,54,33,44,900,90,15,1200,27,3500,400,11
2295,172,258,64,39,52,900,90,15,1200,27,3500,400,11
2659,199,299,74,45,60,900,90,15,1000,18,3500,400,11
3827,287,335,149,50,67,900,90,15,1000,18,3500,400,11
3116,234,273,121,41,55,900,90,15,1200,27,3500,400,11
3060,230,268,119,40,54,900,90,15,1200,27,3500,400,11
2603,195,293,72,44,59,900,90,15,1200,27,3500,400,11
2503,188,282,70,42,56,900,90,15,1000,18,3500,400,11
2211,166,249,61,37,50,900,90,15,1200,27,3500,400,11
2533,190,285,70,43,57,900,90,15,1000,18,3500,400,11
1902,143,214,53,32,43,900,90,15,1000,18,3500,400,11
3719,279,418,103,63,84,900,90,15,1000,18,3500,400,11
2311,173,260,64,39,52,900,90,15,1200,27,3500,400,11
2972,223,334,83,50,67,900,90,15,1000,18,3500,400,11
3629,272,408,101,61,82,900,90,15,1000,18,3500,400,11
2748,206,309,76,46,62,900,90,15,1200,27,3500,400,11
2949,221,332,82,50,66,900,90,15,1000,18,3500,400,11
2087,156,235,58,35,47,900,90,15,1200,27,3500,400,11
2216,166,249,62,37,50,900,90,15,1200,27,3500,400,11
4085,306,460,113,69,92,900,90,15,1000,18,3500,400,11
2232,167,251,62,38,50,900,90,15,1200,40.5,3500,400,11
2483,186,279,69,42,56,900,90,15,1200,27,3500,400,11
2324,174,261,65,39,52,900,90,15,1200,27,3500,400,11
2663,200,300,74,45,60,900,90,15,1000,18,3500,400,11
2128,160,239,59,36,48,900,90,15,1200,40.5,3500,400,11
2428,182,273,67,41,55,900,90,15,1200,27,3500,400,11
3223,242,363,90,54,73,900,90,15,1000,18,3500,400,11
2514,189,220,98,33,44,900,90,15,1000,18,3500,400,11
2181,164,245,61,37,49,900,90,15,1200,27,3500,400,11
2117,159,238,59,36,48,900,90,15,1000,18,3500,400,11
2937,220,330,82,50,66,900,90,15,1000,18,3500,400,11
1081,81,122,30,18,24,900,90,15,1200,27,3500,400,11
2508,188,282,70,42,56,900,90,15,1200,27,3500,400,11
2095,157,236,58,35,47,900,90,15,1000,18,3500,400,11
2248,169,253,62,38,51,900,90,15,1200,27,3500,400,11
1818,136,205,51,31,41,900,90,15,1200,27,3500,400,11
1873,141,211,52,32,42,900,90,15,1000,18,3500,400,11
2525,189,284,70,43,57,900,90,15,1000,18,3500,400,11
2002,150,225,56,34,45,900,90,15,1000,18,3500,400,11
1945,146,219,54,33,44,900,90,15,1000,18,3500,400,11
3101,233,349,86,52,70,900,90,15,1200,27,3500,400,11
1613,121,181,45,27,36,900,90,15,1200,27,3500,400,11
3592,269,314,140,47,63,900,90,15,1000,18,3500,400,11
3718,279,418,103,63,84,900,90,15,1000,18,3500,400,11
3128,235,352,87,53,70,900,90,15,1000,18,3500,400,11
3124,234,351,87,53,70,900,90,15,1000,18,3500,400,11
4259,319,479,118,72,96,900,90,15,1000,18,3500,400,11
2733,205,307,76,46,61,900,90,15,1200,27,3500,400,11
2261,170,254,63,38,51,900,90,15,1200,27,3500,400,11
2399,180,270,67,40,54,900,90,15,1000,18,3500,400,11
2254,169,254,63,38,51,900,90,15,1200,27,3500,400,11
2776,208,312,77,47,62,900,90,15,1000,18,3500,400,11
2207,166,248,61,37,50,900,90,15,1000,18,3500,400,11
1918,144,216,53,32,43,900,90,15,1000,18,3500,400,11
2410,181,271,67,41,54,900,90,15,1200,40.5,3500,400,11
2837,213,319,79,48,64,900,90,15,1200,27,3500,400,11
3166,237,356,88,53,71,900,90,15,1000,18,3500,400,11
1614,121,182,45,27,36,900,90,15,1000,18,3500,400,11
2631,197,296,73,44,59,900,90,15,1000,27,3500,400,11
2967,223,334,82,50,67,900,90,15,1000,18,3500,400,11
2118,159,238,59,36,48,900,90,15,1200,27,3500,400,11
